PCIS Permit #,Permit Sub-Type,Issue Date,Valuation
16014-30000-00611,1 or 2 Family Dwelling,6/29/2016,"$120,000.00 "
16014-70000-02748,1 or 2 Family Dwelling,6/29/2016,"$18,400.00 "
16010-10000-00257,1 or 2 Family Dwelling,6/30/2016,"$400,000.00 "
16010-20000-01358,1 or 2 Family Dwelling,6/28/2016,"$400,000.00 "
15014-10001-04812,1 or 2 Family Dwelling,6/30/2016,"$12,000.00 "
16010-10000-01818,1 or 2 Family Dwelling,6/30/2016,"$10,000.00 "
15014-20000-05606,Apartment,6/28/2016,"$150,000.00 "
16014-20000-02126,1 or 2 Family Dwelling,6/29/2016,"$347,000.00 "
15014-20000-04443,1 or 2 Family Dwelling,6/28/2016,"$35,000.00 "
16010-30000-00325,1 or 2 Family Dwelling,6/29/2016,"$1,500,000.00 "
16014-30000-00029,1 or 2 Family Dwelling,6/30/2016,"$150,000.00 "
16010-20000-01344,1 or 2 Family Dwelling,6/28/2016,"$275,000.00 "
16010-20000-01351,1 or 2 Family Dwelling,6/28/2016,"$370,000.00 "
16010-20000-00823,Commercial,6/28/2016,"$12,000.00 "
16014-20000-02364,1 or 2 Family Dwelling,6/30/2016,"$50,000.00 "
16014-20000-03052,1 or 2 Family Dwelling,6/28/2016,"$4,300.00 "
16010-20000-00830,Commercial,6/28/2016,"$43,000.00 "
16014-30000-00669,1 or 2 Family Dwelling,6/29/2016,"$85,000.00 "
16014-10000-00390,1 or 2 Family Dwelling,6/29/2016,"$50,399.00 "
16014-10000-02828,1 or 2 Family Dwelling,6/28/2016,"$70,000.00 "
16010-30000-02115,Commercial,6/28/2016,"$6,000.00 "
16010-20000-02124,1 or 2 Family Dwelling,6/28/2016,"$90,000.00 "
16010-20000-01362,1 or 2 Family Dwelling,6/28/2016,"$365,000.00 "
15014-20000-02767,1 or 2 Family Dwelling,6/29/2016,"$132,000.00 "
15014-20001-01129,1 or 2 Family Dwelling,6/30/2016,"$42,000.00 "
16010-20000-01700,1 or 2 Family Dwelling,6/30/2016,"$600,000.00 "
15010-20000-02254,1 or 2 Family Dwelling,6/29/2016,"$7,000.00 "
16010-20000-01357,1 or 2 Family Dwelling,6/28/2016,"$437,500.00 "
15010-10000-01230,1 or 2 Family Dwelling,6/30/2016,"$646,000.00 "
16014-30000-02177,1 or 2 Family Dwelling,6/28/2016,"$360,000.00 "
16010-20000-01354,1 or 2 Family Dwelling,6/28/2016,"$437,000.00 "
15010-20000-03397,1 or 2 Family Dwelling,6/29/2016,"$52,000.00 "
16014-20001-02081,1 or 2 Family Dwelling,6/30/2016,"$30,000.00 "
16010-10000-02631,1 or 2 Family Dwelling,6/29/2016,"$5,000.00 "
16010-20000-01347,1 or 2 Family Dwelling,6/28/2016,"$275,000.00 "
16010-20000-01353,1 or 2 Family Dwelling,6/28/2016,"$437,000.00 "
16014-10000-02398,1 or 2 Family Dwelling,6/30/2016,"$80,000.00 "
16010-20000-01356,1 or 2 Family Dwelling,6/28/2016,"$437,500.00 "
16014-10000-02648,1 or 2 Family Dwelling,6/28/2016,"$95,000.00 "
16010-20000-01368,1 or 2 Family Dwelling,6/28/2016,"$400,000.00 "
16010-10000-00428,1 or 2 Family Dwelling,6/29/2016,"$112,000.00 "
16014-20000-03082,1 or 2 Family Dwelling,6/30/2016,"$9,595.00 "
16014-20000-02089,1 or 2 Family Dwelling,6/30/2016,"$220,000.00 "
15010-20000-02255,1 or 2 Family Dwelling,6/29/2016,"$13,000.00 "
16014-10000-01947,1 or 2 Family Dwelling,6/30/2016,"$20,000.00 "
16014-20000-02285,1 or 2 Family Dwelling,6/30/2016,"$115,000.00 "
15010-30000-00895,Commercial,6/28/2016,"$125,000.00 "
16010-20000-00826,Commercial,6/28/2016,"$12,000.00 "
14010-10000-04162,Apartment,6/30/2016,"$1,860,000.00 "
15014-30000-00113,1 or 2 Family Dwelling,6/28/2016,"$60,000.00 "
16014-10000-02041,1 or 2 Family Dwelling,6/30/2016,"$6,650.00 "
15014-20000-02706,1 or 2 Family Dwelling,6/30/2016,"$65,000.00 "
15014-20000-04442,1 or 2 Family Dwelling,6/28/2016,"$55,000.00 "
16010-20000-02692,1 or 2 Family Dwelling,6/29/2016,"$8,000.00 "
13010-10000-04550,Commercial,6/30/2016,"$4,700,000.00 "
16010-30000-01723,1 or 2 Family Dwelling,6/28/2016,"$20,000.00 "
16010-20000-01349,1 or 2 Family Dwelling,6/28/2016,"$275,000.00 "
16010-20000-00832,Commercial,6/28/2016,"$43,000.00 "
16014-20000-02804,1 or 2 Family Dwelling,6/29/2016,"$35,000.00 "
16014-30000-01956,1 or 2 Family Dwelling,6/28/2016,"$260,000.00 "
16010-20000-00829,Commercial,6/28/2016,"$22,000.00 "
16014-20000-02594,1 or 2 Family Dwelling,6/29/2016,"$49,995.00 "
16014-20000-02352,1 or 2 Family Dwelling,6/29/2016,"$45,000.00 "
16014-20000-00625,1 or 2 Family Dwelling,6/28/2016,"$400,000.00 "
16014-10000-02987,1 or 2 Family Dwelling,6/28/2016,"$32,000.00 "
16014-70000-00094,1 or 2 Family Dwelling,6/30/2016,"$103,366.00 "
16010-20000-01348,1 or 2 Family Dwelling,6/28/2016,"$275,000.00 "
16014-70000-02998,1 or 2 Family Dwelling,6/30/2016,"$35,000.00 "
16014-20000-00637,1 or 2 Family Dwelling,6/30/2016,"$50,000.00 "
16010-20000-01838,1 or 2 Family Dwelling,6/28/2016,"$5,500.00 "
16014-20000-00793,1 or 2 Family Dwelling,6/29/2016,"$25,000.00 "
16010-20000-01352,1 or 2 Family Dwelling,6/28/2016,"$400,000.00 "
15010-20000-03399,1 or 2 Family Dwelling,6/29/2016,"$15,000.00 "
16010-30000-01722,1 or 2 Family Dwelling,6/28/2016,"$464,000.00 "
15010-30000-04197,1 or 2 Family Dwelling,6/29/2016,"$550,000.00 "
16010-20000-01837,1 or 2 Family Dwelling,6/28/2016,"$150,000.00 "
16010-20000-01355,1 or 2 Family Dwelling,6/28/2016,"$437,000.00 "
15010-20000-04299,Commercial,6/30/2016,"$5,818,200.00 "
16010-20000-01360,1 or 2 Family Dwelling,6/28/2016,"$475,000.00 "
15014-20000-01754,1 or 2 Family Dwelling,6/29/2016,"$150,000.00 "
16010-30000-02622,1 or 2 Family Dwelling,6/30/2016,"$13,000.00 "
16010-20000-00463,Commercial,6/28/2016,"$385,000.00 "
16014-20000-03099,1 or 2 Family Dwelling,6/29/2016,"$10,000.00 "
15010-20000-03736,1 or 2 Family Dwelling,3/15/2016,"$2,500,000.00 "
16014-10000-01587,Commercial,6/29/2016,"$40,000.00 "
16016-10000-04162,Commercial,6/29/2016,"$452,410.00 "
16014-30000-03192,1 or 2 Family Dwelling,7/6/2016,"$25,000.00 "
16010-20000-01977,1 or 2 Family Dwelling,7/7/2016,"$470,000.00 "
15014-20000-02511,1 or 2 Family Dwelling,7/5/2016,"$48,000.00 "
14010-10000-00870,1 or 2 Family Dwelling,1/12/2015,"$163,771.50 "
16014-20000-02662,1 or 2 Family Dwelling,7/5/2016,"$53,000.00 "
16010-70000-00006,1 or 2 Family Dwelling,7/1/2016,"$2,880.00 "
15010-10001-03647,Apartment,7/7/2016,"$723,300.00 "
16014-20000-02545,1 or 2 Family Dwelling,7/1/2016,"$31,000.00 "
16014-20000-03028,1 or 2 Family Dwelling,7/5/2016,"$15,000.00 "
16010-10000-00109,Apartment,7/6/2016,"$14,173,182.00 "
16014-20000-02539,1 or 2 Family Dwelling,7/7/2016,"$50,000.00 "
16014-30000-02885,1 or 2 Family Dwelling,7/6/2016,"$11,500.00 "
15010-10000-02917,Commercial,7/6/2016,"$120,000.00 "
15010-10001-03646,Apartment,7/7/2016,"$723,300.00 "
14010-10000-00871,1 or 2 Family Dwelling,1/12/2015,"$163,771.50 "
14014-10000-00049,Commercial,7/1/2016,"$80,000.00 "
15014-10000-00397,1 or 2 Family Dwelling,7/1/2016,"$175,000.00 "
16014-20000-01052,1 or 2 Family Dwelling,7/5/2016,"$11,561.00 "
16010-10000-01404,1 or 2 Family Dwelling,7/5/2016,"$354,000.00 "
15010-30000-02039,1 or 2 Family Dwelling,8/20/2015,"$320,000.00 "
15014-10000-01925,1 or 2 Family Dwelling,7/1/2016,"$78,000.00 "
15010-10000-03594,1 or 2 Family Dwelling,7/5/2016,"$262,800.00 "
15014-10000-05954,1 or 2 Family Dwelling,7/6/2016,"$160,000.00 "
16010-20000-02980,1 or 2 Family Dwelling,7/6/2016,"$9,000.00 "
16010-10000-02395,1 or 2 Family Dwelling,7/5/2016,"$7,000.00 "
16014-10000-01040,Commercial,7/7/2016,"$3,000,000.00 "
16014-20000-02805,1 or 2 Family Dwelling,7/7/2016,"$6,500.00 "
15010-20000-00185,1 or 2 Family Dwelling,7/7/2016,"$698,000.00 "
15010-10000-03177,1 or 2 Family Dwelling,6/20/2016,"$130,000.00 "
16014-20000-02540,1 or 2 Family Dwelling,7/6/2016,"$10,500.00 "
16010-20000-02325,1 or 2 Family Dwelling,7/1/2016,"$50,000.00 "
16010-20000-00334,1 or 2 Family Dwelling,3/15/2016,"$702,000.00 "
16010-20000-00333,1 or 2 Family Dwelling,3/18/2016,"$670,000.00 "
16010-10000-01272,1 or 2 Family Dwelling,7/6/2016,"$385,000.00 "
16010-20000-01457,1 or 2 Family Dwelling,7/7/2016,"$48,480.00 "
14010-10000-00873,1 or 2 Family Dwelling,1/12/2015,"$163,771.50 "
16010-20000-01614,1 or 2 Family Dwelling,7/1/2016,"$660,000.00 "
15016-20001-20642,1 or 2 Family Dwelling,7/6/2016,"$5,000.00 "
15010-10000-01633,1 or 2 Family Dwelling,7/1/2016,"$24,255.00 "
16014-70000-03068,1 or 2 Family Dwelling,6/30/2016,"$30,300.00 "
16014-20000-02414,1 or 2 Family Dwelling,7/5/2016,"$50,000.00 "
16010-10000-00061,1 or 2 Family Dwelling,7/5/2016,"$7,500.00 "
15010-10000-04124,1 or 2 Family Dwelling,7/6/2016,"$120,000.00 "
16010-20000-00339,1 or 2 Family Dwelling,3/18/2016,"$670,000.00 "
16010-10000-01405,1 or 2 Family Dwelling,7/5/2016,"$31,000.00 "
15010-10000-03596,1 or 2 Family Dwelling,7/5/2016,"$262,800.00 "
15014-30001-01060,1 or 2 Family Dwelling,7/7/2016,$501.00 
16014-30000-02900,1 or 2 Family Dwelling,7/5/2016,"$20,000.00 "
16014-10000-00800,Commercial,7/6/2016,"$700,000.00 "
15010-10001-03651,Apartment,7/7/2016,"$1,446,600.00 "
16014-30000-02488,1 or 2 Family Dwelling,7/5/2016,"$185,000.00 "
15010-20000-03289,Apartment,7/1/2016,"$4,750,000.00 "
16014-20000-02810,1 or 2 Family Dwelling,7/5/2016,"$51,500.00 "
15014-20000-04789,1 or 2 Family Dwelling,7/6/2016,"$81,000.00 "
16010-20000-01747,1 or 2 Family Dwelling,7/5/2016,"$20,000.00 "
16014-10000-02833,1 or 2 Family Dwelling,7/1/2016,"$20,000.00 "
16010-70000-00218,1 or 2 Family Dwelling,6/21/2016,"$178,000.00 "
16014-20000-03004,1 or 2 Family Dwelling,7/7/2016,"$35,000.00 "
15014-10000-03829,1 or 2 Family Dwelling,7/5/2016,"$50,000.00 "
16010-10000-01679,1 or 2 Family Dwelling,7/1/2016,"$10,000.00 "
16010-20000-00335,1 or 2 Family Dwelling,3/15/2016,"$670,000.00 "
13010-10000-02510,Apartment,10/16/2015,"$13,800,000.00 "
16014-70000-00011,1 or 2 Family Dwelling,7/1/2016,"$48,000.00 "
14010-10000-00872,1 or 2 Family Dwelling,1/12/2015,"$163,771.50 "
16014-20000-01113,1 or 2 Family Dwelling,7/6/2016,"$29,000.00 "
16014-20000-02798,1 or 2 Family Dwelling,7/7/2016,"$38,000.00 "
16014-20000-01638,1 or 2 Family Dwelling,7/5/2016,"$105,000.00 "
15010-10000-00984,Apartment,7/6/2016,"$4,900,000.00 "
15010-70000-04567,1 or 2 Family Dwelling,7/7/2016,"$22,000.00 "
16014-10000-01703,1 or 2 Family Dwelling,7/7/2016,"$15,756.00 "
14010-20000-04020,1 or 2 Family Dwelling,2/13/2015,"$22,000.00 "
16010-20000-01655,1 or 2 Family Dwelling,7/6/2016,"$800,000.00 "
15010-20000-03827,1 or 2 Family Dwelling,7/6/2016,"$120,000.00 "
16014-20000-01176,1 or 2 Family Dwelling,7/6/2016,"$500,000.00 "
16010-20000-00033,1 or 2 Family Dwelling,7/6/2016,"$100,000.00 "
16016-10000-13608,1 or 2 Family Dwelling,7/5/2016,"$30,000.00 "
16014-30000-00708,1 or 2 Family Dwelling,7/7/2016,"$480,000.00 "
15010-20000-03986,1 or 2 Family Dwelling,3/14/2016,"$645,000.00 "
16014-10000-01560,1 or 2 Family Dwelling,7/1/2016,"$190,000.00 "
15014-20000-04817,1 or 2 Family Dwelling,7/7/2016,"$40,000.00 "
15010-20000-01243,1 or 2 Family Dwelling,7/6/2016,"$211,000.00 "
15014-30000-05820,1 or 2 Family Dwelling,7/7/2016,"$15,000.00 "
16014-30000-01764,1 or 2 Family Dwelling,7/6/2016,"$850,000.00 "
15014-70000-01611,1 or 2 Family Dwelling,7/7/2016,"$89,600.00 "
16014-20000-01329,1 or 2 Family Dwelling,7/7/2016,"$40,000.00 "
16010-20000-01211,1 or 2 Family Dwelling,7/7/2016,"$455,000.00 "
16014-20000-02851,1 or 2 Family Dwelling,7/1/2016,"$7,000.00 "
16010-10001-00077,Apartment,7/7/2016,"$1,446,600.00 "
13010-20000-04523,1 or 2 Family Dwelling,5/7/2015,"$553,000.00 "
16014-20000-03083,1 or 2 Family Dwelling,7/7/2016,"$22,000.00 "
15010-10000-02918,Commercial,7/6/2016,"$55,000.00 "
16014-20000-02958,1 or 2 Family Dwelling,7/1/2016,"$42,000.00 "
16014-30000-03011,1 or 2 Family Dwelling,7/7/2016,"$75,000.00 "
16014-20000-02442,1 or 2 Family Dwelling,7/6/2016,"$23,000.00 "
16014-10000-00632,1 or 2 Family Dwelling,7/1/2016,"$25,000.00 "
15016-10001-25414,Commercial,7/5/2016,$0.00 
16010-10001-00078,Apartment,7/7/2016,"$1,446,600.00 "
16014-20000-03143,1 or 2 Family Dwelling,7/1/2016,"$7,000.00 "
15010-70000-03541,1 or 2 Family Dwelling,1/22/2016,"$224,000.00 "
12014-40000-04666,1 or 2 Family Dwelling,7/7/2016,"$60,000.00 "
15010-20000-04293,1 or 2 Family Dwelling,7/1/2016,"$48,000.00 "
16014-70000-01955,1 or 2 Family Dwelling,7/1/2016,"$21,210.00 "
16010-10000-02717,1 or 2 Family Dwelling,7/6/2016,"$20,000.00 "
16010-20000-00331,1 or 2 Family Dwelling,3/18/2016,"$682,000.00 "
16010-20000-01398,1 or 2 Family Dwelling,7/7/2016,"$23,000.00 "
15014-20000-05073,1 or 2 Family Dwelling,7/1/2016,"$57,000.00 "
15010-10000-03664,Commercial,7/7/2016,"$170,000.00 "
16010-20000-01204,1 or 2 Family Dwelling,7/5/2016,"$12,000.00 "
14014-10001-00347,1 or 2 Family Dwelling,7/5/2016,"$7,373.00 "
16014-20000-03105,1 or 2 Family Dwelling,7/1/2016,"$15,000.00 "
16014-20000-03142,1 or 2 Family Dwelling,7/6/2016,"$40,000.00 "
16014-20000-03010,1 or 2 Family Dwelling,7/5/2016,"$45,000.00 "
16010-20000-00329,1 or 2 Family Dwelling,3/18/2016,"$738,300.00 "
16010-20000-00330,1 or 2 Family Dwelling,3/18/2016,"$735,300.00 "
12010-20000-02167,Commercial,12/10/2013,"$1,455,000.00 "
16010-10000-00846,1 or 2 Family Dwelling,6/20/2016,"$385,000.00 "
16014-20000-02671,1 or 2 Family Dwelling,7/6/2016,"$12,923.00 "
16014-20000-01625,1 or 2 Family Dwelling,7/6/2016,"$350,000.00 "
16010-20000-00340,1 or 2 Family Dwelling,7/5/2016,"$7,000.00 "
16014-10000-03058,1 or 2 Family Dwelling,7/1/2016,"$20,000.00 "
16014-20000-03123,1 or 2 Family Dwelling,7/1/2016,"$10,000.00 "
16014-10000-00627,1 or 2 Family Dwelling,7/1/2016,"$65,000.00 "
16014-20000-02382,1 or 2 Family Dwelling,7/7/2016,"$64,000.00 "
16014-10000-02384,1 or 2 Family Dwelling,7/1/2016,"$8,000.00 "
16010-10001-00075,Apartment,7/7/2016,"$1,446,600.00 "
16010-10001-00079,Apartment,7/7/2016,"$1,446,600.00 "
15010-10001-03645,1 or 2 Family Dwelling,7/7/2016,"$365,000.00 "
16010-20000-00332,1 or 2 Family Dwelling,3/18/2016,"$735,300.00 "
16010-20000-01656,1 or 2 Family Dwelling,7/6/2016,"$35,000.00 "
16010-10000-02242,1 or 2 Family Dwelling,7/5/2016,"$20,000.00 "
16010-20000-01749,1 or 2 Family Dwelling,7/5/2016,"$10,000.00 "
16014-20000-03056,1 or 2 Family Dwelling,7/1/2016,"$10,000.00 "
16014-10000-02460,1 or 2 Family Dwelling,7/5/2016,"$22,000.00 "
16014-20000-02168,1 or 2 Family Dwelling,7/7/2016,"$150,000.00 "
16014-20000-01945,1 or 2 Family Dwelling,7/1/2016,"$135,000.00 "
16014-20000-03092,1 or 2 Family Dwelling,7/1/2016,"$4,500.00 "
16014-20000-02306,1 or 2 Family Dwelling,7/5/2016,"$70,000.00 "
16014-20000-03060,1 or 2 Family Dwelling,7/7/2016,"$55,000.00 "
15014-20000-03802,1 or 2 Family Dwelling,8/25/2015,"$8,000.00 "
15010-10001-03648,Apartment,7/7/2016,"$547,500.00 "
15014-40001-03360,1 or 2 Family Dwelling,7/5/2016,"$11,110.00 "
15016-30001-23244,1 or 2 Family Dwelling,7/12/2016,"$15,000.00 "
16014-10000-02841,1 or 2 Family Dwelling,7/14/2016,"$17,400.00 "
16014-20000-03281,1 or 2 Family Dwelling,7/12/2016,"$30,000.00 "
15010-30000-00308,1 or 2 Family Dwelling,7/14/2016,"$8,760,000.00 "
15014-10000-01440,1 or 2 Family Dwelling,7/8/2016,"$225,000.00 "
15010-30000-00317,Apartment,7/8/2016,"$3,800,000.00 "
16014-10000-02628,1 or 2 Family Dwelling,7/11/2016,"$7,500.00 "
16010-40000-00900,1 or 2 Family Dwelling,7/13/2016,"$20,000.00 "
16014-30000-02106,Commercial,7/11/2016,"$60,000.00 "
16014-10000-01623,1 or 2 Family Dwelling,7/13/2016,"$189,000.00 "
16014-10000-03029,1 or 2 Family Dwelling,7/12/2016,"$17,500.00 "
16010-70000-02822,1 or 2 Family Dwelling,7/8/2016,"$5,000.00 "
15010-20000-01678,1 or 2 Family Dwelling,7/8/2016,"$205,000.00 "
16014-20000-01081,1 or 2 Family Dwelling,7/8/2016,"$60,000.00 "
15014-20000-01617,1 or 2 Family Dwelling,7/8/2016,"$202,000.00 "
15010-30000-00304,1 or 2 Family Dwelling,7/14/2016,"$9,819,000.00 "
16014-20000-03220,1 or 2 Family Dwelling,7/8/2016,"$20,000.00 "
16014-30000-02517,1 or 2 Family Dwelling,7/12/2016,"$478,678.00 "
13010-20000-04251,1 or 2 Family Dwelling,3/16/2016,"$340,000.00 "
16014-20000-02974,1 or 2 Family Dwelling,7/12/2016,"$50,000.00 "
16010-20000-00801,1 or 2 Family Dwelling,7/11/2016,"$30,000.00 "
16014-20000-03266,1 or 2 Family Dwelling,7/12/2016,"$25,000.00 "
16016-30000-05337,1 or 2 Family Dwelling,7/14/2016,"$49,500.00 "
15010-20000-03333,Apartment,7/12/2016,"$1,600,000.00 "
16010-30000-01397,1 or 2 Family Dwelling,7/12/2016,"$500,000.00 "
15010-70000-03047,1 or 2 Family Dwelling,7/11/2016,"$250,000.00 "
13010-20000-04268,1 or 2 Family Dwelling,3/16/2016,"$340,000.00 "
16010-20000-01978,1 or 2 Family Dwelling,7/8/2016,"$6,000.00 "
15010-40000-04260,1 or 2 Family Dwelling,7/14/2016,"$1,000,000.00 "
15010-30000-00310,1 or 2 Family Dwelling,7/14/2016,"$418,000.00 "
15014-10000-03897,Commercial,7/12/2016,"$5,000,000.00 "
16014-30000-01854,1 or 2 Family Dwelling,7/13/2016,"$565,400.00 "
16014-20000-01923,1 or 2 Family Dwelling,7/13/2016,"$35,000.00 "
16010-70000-01308,1 or 2 Family Dwelling,7/8/2016,"$195,000.00 "
16014-70000-02060,1 or 2 Family Dwelling,7/11/2016,"$22,220.00 "
16014-20000-03268,1 or 2 Family Dwelling,7/11/2016,"$20,000.00 "
16014-20000-03295,1 or 2 Family Dwelling,7/13/2016,"$25,000.00 "
16014-30000-02519,1 or 2 Family Dwelling,7/14/2016,"$350,000.00 "
16014-30000-01763,1 or 2 Family Dwelling,7/8/2016,"$200,000.00 "
15014-20001-02913,1 or 2 Family Dwelling,7/11/2016,"$3,000.00 "
15010-70000-03049,1 or 2 Family Dwelling,7/11/2016,"$250,000.00 "
16010-20000-01597,1 or 2 Family Dwelling,7/13/2016,"$100,000.00 "
16010-20000-02407,1 or 2 Family Dwelling,7/8/2016,"$175,000.00 "
16014-30000-02710,1 or 2 Family Dwelling,7/14/2016,"$350,000.00 "
13010-20000-04271,1 or 2 Family Dwelling,3/16/2016,"$340,000.00 "
16014-20000-02135,1 or 2 Family Dwelling,7/8/2016,"$10,000.00 "
16014-20000-03300,1 or 2 Family Dwelling,7/13/2016,"$20,000.00 "
15010-20000-01680,1 or 2 Family Dwelling,7/8/2016,"$205,000.00 "
15010-10000-00196,Apartment,7/13/2016,"$4,686,000.00 "
16014-10000-00015,1 or 2 Family Dwelling,7/8/2016,"$250,000.00 "
16014-20000-01413,1 or 2 Family Dwelling,7/8/2016,"$53,000.00 "
15014-20000-02844,Apartment,7/8/2016,"$190,000.00 "
15010-10000-00326,Apartment,3/17/2016,"$69,289,464.00 "
16014-70000-00393,1 or 2 Family Dwelling,7/12/2016,"$390,000.00 "
16014-20000-02905,1 or 2 Family Dwelling,7/12/2016,"$50,000.00 "
16014-40000-01986,1 or 2 Family Dwelling,7/12/2016,"$101,000.00 "
16014-10000-00731,1 or 2 Family Dwelling,6/27/2016,"$150,000.00 "
16014-30000-00216,1 or 2 Family Dwelling,7/12/2016,"$190,000.00 "
15010-30000-00307,1 or 2 Family Dwelling,7/14/2016,"$50,000.00 "
15010-20000-01027,1 or 2 Family Dwelling,7/11/2016,"$720,000.00 "
15010-10000-04087,1 or 2 Family Dwelling,7/13/2016,"$1,400,500.00 "
16014-20000-02180,1 or 2 Family Dwelling,7/11/2016,"$40,000.00 "
15010-20000-01681,1 or 2 Family Dwelling,7/8/2016,"$205,000.00 "
16014-30000-02579,1 or 2 Family Dwelling,7/12/2016,"$350,000.00 "
16014-20000-02243,1 or 2 Family Dwelling,7/12/2016,"$75,000.00 "
16014-10000-02181,1 or 2 Family Dwelling,7/11/2016,"$45,000.00 "
15010-70000-03048,1 or 2 Family Dwelling,7/11/2016,"$250,000.00 "
15010-20000-04253,Apartment,2/25/2016,"$4,780,000.00 "
16014-30000-02318,1 or 2 Family Dwelling,7/12/2016,"$18,000.00 "
14014-10000-05112,1 or 2 Family Dwelling,7/11/2016,"$337,037.00 "
16010-20000-03052,1 or 2 Family Dwelling,7/14/2016,"$6,000.00 "
16014-10000-02351,1 or 2 Family Dwelling,7/13/2016,"$70,000.00 "
15010-20000-02978,1 or 2 Family Dwelling,7/13/2016,"$670,000.00 "
16014-30000-02647,1 or 2 Family Dwelling,7/14/2016,"$350,000.00 "
15014-20001-02936,1 or 2 Family Dwelling,7/11/2016,"$10,000.00 "
16014-10000-02876,1 or 2 Family Dwelling,7/12/2016,"$35,000.00 "
16014-20000-03239,1 or 2 Family Dwelling,7/14/2016,"$25,000.00 "
16010-20000-02486,1 or 2 Family Dwelling,7/14/2016,"$5,000.00 "
16014-20000-02814,1 or 2 Family Dwelling,7/14/2016,"$45,000.00 "
16016-20000-15321,1 or 2 Family Dwelling,7/8/2016,"$50,000.00 "
16014-20000-03025,1 or 2 Family Dwelling,7/11/2016,"$20,000.00 "
12010-20000-01066,1 or 2 Family Dwelling,7/11/2016,"$650,000.00 "
16014-20000-03140,1 or 2 Family Dwelling,7/13/2016,"$70,000.00 "
16010-70000-01918,1 or 2 Family Dwelling,7/13/2016,"$27,500.00 "
16014-20000-02992,1 or 2 Family Dwelling,7/11/2016,"$23,000.00 "
16010-10000-01452,1 or 2 Family Dwelling,7/12/2016,"$1,500,000.00 "
16014-30000-03190,1 or 2 Family Dwelling,7/11/2016,"$85,000.00 "
15010-30000-00008,1 or 2 Family Dwelling,7/8/2016,"$650,000.00 "
16014-10000-02568,1 or 2 Family Dwelling,7/12/2016,"$60,000.00 "
16014-20000-03230,1 or 2 Family Dwelling,7/8/2016,"$4,000.00 "
16016-10000-09908,Commercial,7/14/2016,"$50,000.00 "
16016-70000-08118,1 or 2 Family Dwelling,7/14/2016,"$45,000.00 "
16016-20000-03857,1 or 2 Family Dwelling,7/8/2016,"$61,000.00 "
16014-30001-01648,1 or 2 Family Dwelling,7/14/2016,"$7,000.00 "
15010-20001-01454,1 or 2 Family Dwelling,7/13/2016,"$15,000.00 "
16014-20000-01966,1 or 2 Family Dwelling,7/8/2016,"$400,000.00 "
15010-10000-04464,1 or 2 Family Dwelling,7/14/2016,"$850,000.00 "
16014-70000-03071,1 or 2 Family Dwelling,7/8/2016,"$25,000.00 "
16014-10000-02082,1 or 2 Family Dwelling,7/14/2016,"$125,000.00 "
16014-10000-00578,1 or 2 Family Dwelling,7/12/2016,"$30,000.00 "
16014-20000-02685,1 or 2 Family Dwelling,7/14/2016,"$40,000.00 "
15010-30000-00306,1 or 2 Family Dwelling,7/14/2016,"$9,497,000.00 "
16014-30000-02105,1 or 2 Family Dwelling,7/8/2016,"$727,538.50 "
15010-70000-03045,1 or 2 Family Dwelling,7/11/2016,"$250,000.00 "
15010-20000-01679,1 or 2 Family Dwelling,7/8/2016,"$205,000.00 "
16010-10000-01557,1 or 2 Family Dwelling,7/12/2016,"$673,000.00 "
16014-20000-03335,1 or 2 Family Dwelling,7/14/2016,"$3,500.00 "
16010-40000-00899,1 or 2 Family Dwelling,7/13/2016,"$740,000.00 "
16014-20000-03208,1 or 2 Family Dwelling,7/11/2016,"$10,000.00 "
15014-10000-04835,Commercial,7/12/2016,"$300,000.00 "
16014-20000-03312,1 or 2 Family Dwelling,7/13/2016,"$25,000.00 "
15014-10000-03536,1 or 2 Family Dwelling,7/8/2016,"$48,000.00 "
16014-20000-03264,1 or 2 Family Dwelling,7/14/2016,"$8,000.00 "
15014-20000-02032,1 or 2 Family Dwelling,7/8/2016,"$198,000.00 "
16014-20000-03201,1 or 2 Family Dwelling,7/14/2016,"$25,000.00 "
16014-20000-02248,1 or 2 Family Dwelling,7/8/2016,"$115,000.00 "
16014-20000-00573,1 or 2 Family Dwelling,7/13/2016,"$22,000.00 "
16010-30000-02058,1 or 2 Family Dwelling,7/11/2016,"$30,000.00 "
15014-10000-03973,1 or 2 Family Dwelling,7/11/2016,"$400,000.00 "
16014-30000-03005,1 or 2 Family Dwelling,7/13/2016,"$115,000.00 "
16014-20000-02736,1 or 2 Family Dwelling,7/14/2016,"$149,000.00 "
16014-70000-03319,1 or 2 Family Dwelling,7/14/2016,"$25,000.00 "
13010-20000-04267,1 or 2 Family Dwelling,3/16/2016,"$340,000.00 "
16014-20000-01412,1 or 2 Family Dwelling,7/12/2016,"$97,400.00 "
16010-20000-00555,1 or 2 Family Dwelling,7/13/2016,"$47,000.00 "
15014-10000-05683,1 or 2 Family Dwelling,7/11/2016,"$80,000.00 "
16010-20000-02786,1 or 2 Family Dwelling,7/14/2016,"$82,000.00 "
15010-20000-04657,1 or 2 Family Dwelling,7/13/2016,"$465,250.00 "
16010-20000-00589,1 or 2 Family Dwelling,7/11/2016,"$350,000.00 "
16014-20000-01898,1 or 2 Family Dwelling,7/12/2016,"$55,000.00 "
